"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","dn0","d","dn0_d"
"850","20","0",0.454545454545455,"n",0.4,0.088168715751744,3.6,15.6,25,1,0.9,1.11111111111111
"851","7.1","1",0.0909090909090909,"n",0.0769230769230769,0.077813283387882,3.4,14,26,1,0.9,1.11111111111111
"852","8.5","1",0.227272727272727,"n",0.2,0.0849653828348111,3.7,14.4,25,1,0.9,1.11111111111111
"853","10","1",0.227272727272727,"n",0.2,0.085385172653267,3.7,14.4,25,1,0.9,1.11111111111111
"854","11.4","1",0.181818181818182,"n",0.16,0.0857985453824487,3.6,14.6,25,1,0.9,1.11111111111111
"855","12.8","1",0.238095238095238,"n",0.208333333333333,0.094721219723194,3.5,15.1,24,1,0.9,1.11111111111111
"856","14.3","1",0.227272727272727,"n",0.2,0.08661036727206,3.7,14.8,25,1,0.9,1.11111111111111
"857","15.7","1",0.181818181818182,"n",0.16,0.0870072120700872,3.6,15,25,1,0.9,1.11111111111111
"858","17.1","1",0.238095238095238,"n",0.208333333333333,0.0959788104814027,3.5,15.3,24,1,0.9,1.11111111111111
"859","18.6","1",0.19047619047619,"n",0.166666666666667,0.0963861997827305,3.4,15.3,24,1,0.9,1.11111111111111
"860","20","1",0.181818181818182,"n",0.16,0.088168715751744,3.6,15.6,25,1,0.9,1.11111111111111
"861","7.1","2",0.363636363636364,"n",0.307692307692308,0.077813283387882,3.4,14,26,1,0.9,1.11111111111111
"862","8.5","2",0.318181818181818,"n",0.28,0.0849653828348111,3.7,14.4,25,1,0.9,1.11111111111111
"863","10","2",0.318181818181818,"n",0.28,0.085385172653267,3.7,14.4,25,1,0.9,1.11111111111111
"864","11.4","2",0.363636363636364,"n",0.32,0.0857985453824487,3.6,14.6,25,1,0.9,1.11111111111111
"865","12.8","2",0.333333333333333,"n",0.291666666666667,0.094721219723194,3.5,15.1,24,1,0.9,1.11111111111111
"866","14.3","2",0.318181818181818,"n",0.28,0.08661036727206,3.7,14.8,25,1,0.9,1.11111111111111
"867","15.7","2",0.363636363636364,"n",0.32,0.0870072120700872,3.6,15,25,1,0.9,1.11111111111111
"868","17.1","2",0.333333333333333,"n",0.291666666666667,0.0959788104814027,3.5,15.3,24,1,0.9,1.11111111111111
"869","18.6","2",0.380952380952381,"n",0.333333333333333,0.0963861997827305,3.4,15.3,24,1,0.9,1.11111111111111
"870","20","2",0.363636363636364,"n",0.32,0.088168715751744,3.6,15.6,25,1,0.9,1.11111111111111
"871","7.1","0",0,"a",0,0.077813283387882,3.4,14,26,1,0.9,1.11111111111111
"872","8.5","0",0,"a",0,0.0849653828348111,3.7,14.4,25,1,0.9,1.11111111111111
"873","10","0",0,"a",0,0.085385172653267,3.7,14.4,25,1,0.9,1.11111111111111
"874","11.4","0",0,"a",0,0.0857985453824487,3.6,14.6,25,1,0.9,1.11111111111111
"875","12.8","0",0,"a",0,0.094721219723194,3.5,15.1,24,1,0.9,1.11111111111111
"876","14.3","0",0,"a",0,0.08661036727206,3.7,14.8,25,1,0.9,1.11111111111111
"877","15.7","0",0,"a",0,0.0870072120700872,3.6,15,25,1,0.9,1.11111111111111
"878","17.1","0",0,"a",0,0.0959788104814027,3.5,15.3,24,1,0.9,1.11111111111111
"879","18.6","0",0,"a",0,0.0963861997827305,3.4,15.3,24,1,0.9,1.11111111111111
"880","20","0",0,"a",0,0.088168715751744,3.6,15.6,25,1,0.9,1.11111111111111
"881","7.1","1",0.25,"a",0.0384615384615385,0.077813283387882,3.4,14,26,1,0.9,1.11111111111111
"882","8.5","1",0,"a",0,0.0849653828348111,3.7,14.4,25,1,0.9,1.11111111111111
"883","10","1",0,"a",0,0.085385172653267,3.7,14.4,25,1,0.9,1.11111111111111
"884","11.4","1",0.333333333333333,"a",0.04,0.0857985453824487,3.6,14.6,25,1,0.9,1.11111111111111
"885","12.8","1",0,"a",0,0.094721219723194,3.5,15.1,24,1,0.9,1.11111111111111
"886","14.3","1",0,"a",0,0.08661036727206,3.7,14.8,25,1,0.9,1.11111111111111
"887","15.7","1",0.333333333333333,"a",0.04,0.0870072120700872,3.6,15,25,1,0.9,1.11111111111111
"888","17.1","1",0,"a",0,0.0959788104814027,3.5,15.3,24,1,0.9,1.11111111111111
"889","18.6","1",0.333333333333333,"a",0.0416666666666667,0.0963861997827305,3.4,15.3,24,1,0.9,1.11111111111111
"890","20","1",0.333333333333333,"a",0.04,0.088168715751744,3.6,15.6,25,1,0.9,1.11111111111111
"891","7.1","2",0.75,"a",0.115384615384615,0.077813283387882,3.4,14,26,1,0.9,1.11111111111111
"892","8.5","2",1,"a",0.12,0.0849653828348111,3.7,14.4,25,1,0.9,1.11111111111111
"893","10","2",1,"a",0.12,0.085385172653267,3.7,14.4,25,1,0.9,1.11111111111111
"894","11.4","2",0.666666666666667,"a",0.08,0.0857985453824487,3.6,14.6,25,1,0.9,1.11111111111111
"895","12.8","2",1,"a",0.125,0.094721219723194,3.5,15.1,24,1,0.9,1.11111111111111
"896","14.3","2",1,"a",0.12,0.08661036727206,3.7,14.8,25,1,0.9,1.11111111111111
"897","15.7","2",0.666666666666667,"a",0.08,0.0870072120700872,3.6,15,25,1,0.9,1.11111111111111
"898","17.1","2",1,"a",0.125,0.0959788104814027,3.5,15.3,24,1,0.9,1.11111111111111
"899","18.6","2",0.666666666666667,"a",0.0833333333333333,0.0963861997827305,3.4,15.3,24,1,0.9,1.11111111111111
"900","20","2",0.666666666666667,"a",0.08,0.088168715751744,3.6,15.6,25,1,0.9,1.11111111111111
