"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn"
"266","14.3","2",0.266666666666667,"n",0.242424242424242,0.0736672008788986,6.9,22.1,33,0.159795195955586,0.9
"267","15.7","2",0.125,"n",0.11864406779661,0.0120848113762783,21.1,0,59,0.112756290261972,0.9
"268","17.1","2",0.142857142857143,"n",0.135593220338983,0.0125284125605853,22.7,0,59,0.132907539610102,0.9
"269","18.6","2",0.125,"n",0.11864406779661,0.0134571548607866,23.4,0,59,0.147605906669966,0.9
"270","20","2",0.125,"n",0.11864406779661,0.0137360523000521,24.5,0,59,0.163837334838488,0.9
"271","7.1","0",0,"a",0,0.0084284121346234,11.8,0,59,0.0294004791312352,0.9
"272","8.5","0",0,"a",0,0.00909810722318621,13.1,0,59,0.0369805814277929,0.9
"273","10","0",0,"a",0,0.0572551048029927,5.9,15.7,35,0.0814639981687056,0.9
"274","11.4","0",0,"a",0,0.0696685576054971,6,19.1,33,0.112063315447455,0.9
"275","12.8","0",0,"a",0,0.0775060569573638,6.2,21.4,32,0.138634548269411,0.9
"276","14.3","0",0,"a",0,0.0736672008788986,6.9,22.1,33,0.159795195955586,0.9
"277","15.7","0",0,"a",0,0.0120848113762783,21.1,0,59,0.112756290261972,0.9
"278","17.1","0",0,"a",0,0.0125284125605853,22.7,0,59,0.132907539610102,0.9
"279","18.6","0",0,"a",0,0.0134571548607866,23.4,0,59,0.147605906669966,0.9
"280","20","0",0,"a",0,0.0137360523000521,24.5,0,59,0.163837334838488,0.9
"281","7.1","1",0.333333333333333,"a",0.0169491525423729,0.0084284121346234,11.8,0,59,0.0294004791312352,0.9
"282","8.5","1",0.333333333333333,"a",0.0169491525423729,0.00909810722318621,13.1,0,59,0.0369805814277929,0.9
"283","10","1",0,"a",0,0.0572551048029927,5.9,15.7,35,0.0814639981687056,0.9
"284","11.4","1",0,"a",0,0.0696685576054971,6,19.1,33,0.112063315447455,0.9
"285","12.8","1",0,"a",0,0.0775060569573638,6.2,21.4,32,0.138634548269411,0.9
"286","14.3","1",0.333333333333333,"a",0.0303030303030303,0.0736672008788986,6.9,22.1,33,0.159795195955586,0.9
"287","15.7","1",0,"a",0,0.0120848113762783,21.1,0,59,0.112756290261972,0.9
"288","17.1","1",0.333333333333333,"a",0.0169491525423729,0.0125284125605853,22.7,0,59,0.132907539610102,0.9
"289","18.6","1",0,"a",0,0.0134571548607866,23.4,0,59,0.147605906669966,0.9
"290","20","1",0,"a",0,0.0137360523000521,24.5,0,59,0.163837334838488,0.9
"291","7.1","2",0.666666666666667,"a",0.0338983050847458,0.0084284121346234,11.8,0,59,0.0294004791312352,0.9
"292","8.5","2",0.666666666666667,"a",0.0338983050847458,0.00909810722318621,13.1,0,59,0.0369805814277929,0.9
"293","10","2",1,"a",0.0857142857142857,0.0572551048029927,5.9,15.7,35,0.0814639981687056,0.9
"294","11.4","2",1,"a",0.0909090909090909,0.0696685576054971,6,19.1,33,0.112063315447455,0.9
"295","12.8","2",1,"a",0.09375,0.0775060569573638,6.2,21.4,32,0.138634548269411,0.9
"296","14.3","2",0.666666666666667,"a",0.0606060606060606,0.0736672008788986,6.9,22.1,33,0.159795195955586,0.9
"297","15.7","2",1,"a",0.0508474576271186,0.0120848113762783,21.1,0,59,0.112756290261972,0.9
"298","17.1","2",0.666666666666667,"a",0.0338983050847458,0.0125284125605853,22.7,0,59,0.132907539610102,0.9
"299","18.6","2",1,"a",0.0508474576271186,0.0134571548607866,23.4,0,59,0.147605906669966,0.9
"300","20","2",1,"a",0.0508474576271186,0.0137360523000521,24.5,0,59,0.163837334838488,0.9
